case:concept:name,concept:name,time:timestamp
07551289/2020,cecon-aguardandodistribuição,2020-09-23 08:58:24.000
07551289/2020,cecon-documentoassinadopelocontribuinte,2020-09-24 11:37:25.000
07551289/2020,cecon-distribuído,2020-10-09 09:26:24.000
07551289/2020,cecon-despachoassinado,2020-11-05 11:57:34.000
07551289/2020,cecon-aguardandociênciadocontribuinte,2020-11-05 11:57:54.000
07551289/2020,cecon-contribuinteciente,2020-11-11 17:25:19.000
07551289/2020,cecon-documentoassinadopelocontribuinte,2020-11-12 13:55:54.000
07551289/2020,cecon-despachoassinado,2020-11-18 20:11:25.000
07551289/2020,cecon-distribuído,2020-11-18 20:12:41.000
07551289/2020,cecon-documentoassinadopelocontribuinte,2021-01-27 12:29:53.000
07551289/2020,cecon-distribuído,2021-01-28 19:01:34.000
07551289/2020,cecon-documentoassinado,2021-02-02 11:53:21.000
07551289/2020,cecon-distribuído,2021-02-02 11:55:15.000
07551289/2020,cotri-aguardandoanálisedocoordenador,2021-02-04 14:33:57.000
07551289/2020,secexreceita-aguardandoanálisedosecretárioexecutivo,2021-02-04 17:24:58.000
07551289/2020,cotri-analisado,2021-02-04 17:24:58.000
07551289/2020,secexreceita-regimeespecialdetributaçãoassinado,2021-02-05 16:47:54.000
07551289/2020,secexreceita-distribuído,2021-02-09 15:57:58.000
07551289/2020,cecon-aguardandoprovidênciassefaz,2021-02-09 15:58:13.000
07551289/2020,cecon-distribuído,2021-02-09 15:58:20.000
07551289/2020,cecon-arquivado,2021-02-09 15:58:40.000
07717292/2020,cecon-protocolizado,2020-09-28 16:10:36.000
07717292/2020,cecon-aguardandodistribuição,2020-09-28 16:10:37.000
07717292/2020,cecon-distribuído,2020-10-09 10:18:38.000
07717292/2020,cecon-despachoassinado,2020-11-23 19:18:09.000
07717292/2020,cecon-aguardandociênciadocontribuinte,2020-11-23 19:18:48.000
07717292/2020,cecon-contribuinteciente,2020-11-25 10:09:36.000
07717292/2020,cecon-documentoassinadopelocontribuinte,2020-12-10 12:14:26.000
07717292/2020,cecon-despachoassinado,2020-12-22 11:05:26.000
07717292/2020,nuamcentro-aguardandoprovidênciassefaz,2020-12-22 11:07:37.000
07717292/2020,nuamcentro-providenciado,2021-01-29 11:36:42.000
07717292/2020,nucot-aguardandoanálise,2021-01-29 11:36:42.000
07717292/2020,nucot-distribuído,2021-03-16 10:32:28.000
07717292/2020,nucot-despachoassinado,2021-04-03 12:23:37.000
07717292/2020,nucot-aguardandociênciadocontribuinte,2021-04-03 12:23:58.000
07717292/2020,nucot-contribuinteciente,2021-04-05 10:37:15.000
07717292/2020,nucot-documentoassinadopelocontribuinte,2021-04-06 13:42:34.000
07717292/2020,nucot-documentoassinado,2021-04-27 14:14:26.000
07717292/2020,nucot-aguardandoanálisedasupervisão,2021-04-27 14:15:26.000
07717292/2020,nucot-distribuído,2021-04-27 14:16:03.000
07717292/2020,cotri-aguardandoanálisedocoordenador,2021-04-28 11:41:05.000
07717292/2020,secexreceita-aguardandoanálisedosecretárioexecutivo,2021-05-05 16:33:52.000
07717292/2020,cotri-analisado,2021-05-05 16:33:52.000
07717292/2020,secexreceita-distribuído,2021-05-07 16:19:39.000
07717292/2020,secexreceita-regimeespecialdetributaçãoassinado,2021-05-20 08:43:16.000
07717292/2020,cecon-aguardandoprovidênciassefaz,2021-05-20 09:25:18.000
07717292/2020,cecon-distribuído,2021-05-20 09:25:25.000
07717292/2020,cecon-arquivado,2021-05-20 09:25:43.000
07731708/2020,cecon-protocolizado,2020-09-29 08:39:45.000
07731708/2020,cecon-aguardandodistribuição,2020-09-29 08:39:46.000
07731708/2020,cecon-distribuído,2020-10-09 10:19:21.000
07731708/2020,cecon-despachoassinado,2020-11-24 16:50:04.000
07731708/2020,cecon-aguardandociênciadocontribuinte,2020-11-24 16:50:54.000
07731708/2020,cecon-contribuinteciente,2020-11-25 08:55:51.000
07731708/2020,cecon-documentoassinadopelocontribuinte,2020-12-02 12:26:13.000
07731708/2020,cecon-documentoassinado,2020-12-22 11:44:35.000
07731708/2020,cecon-aguardandoanálisedasupervisão,2020-12-22 11:45:11.000
07731708/2020,cecon-distribuído,2020-12-22 11:45:24.000
07731708/2020,cotri-aguardandoanálisedocoordenador,2020-12-29 19:25:27.000
07731708/2020,cotri-distribuído,2021-01-11 15:58:48.000
07731708/2020,gabinetesecretaria-aguardandoanálisedosecretárioexecutivo,2021-01-11 15:59:09.000
07731708/2020,cotri-analisado,2021-01-11 15:59:09.000
07731708/2020,gabinetesecretaria-distribuído,2021-01-12 08:47:10.000
07731708/2020,gabinetesecretaria-regimeespecialdetributaçãoassinado,2021-01-28 16:35:42.000
07731708/2020,cecon-aguardandoprovidênciassefaz,2021-01-28 16:42:29.000
07731708/2020,cecon-distribuído,2021-01-28 16:42:37.000
07731708/2020,cecon-arquivado,2021-01-28 16:42:54.000
07794360/2020,cecon-protocolizado,2020-09-30 11:19:02.000
07794360/2020,cecon-aguardandodistribuição,2020-09-30 11:19:03.000
07794360/2020,cecon-documentoassinadopelocontribuinte,2020-10-05 11:29:47.000
07794360/2020,cecon-distribuído,2020-10-05 16:29:09.000
07794360/2020,cecon-documentoassinado,2020-10-06 11:26:26.000
07794360/2020,cecon-despachoassinado,2020-10-06 11:27:01.000
07794360/2020,cecon-aguardandodocumentoe/ouinformaçõesdocontribuinte,2020-10-06 11:28:59.000
07794360/2020,cecon-contribuinteciente,2020-10-06 12:53:13.000
07794360/2020,cecon-documentoassinadopelocontribuinte,2020-10-07 08:34:48.000
07794360/2020,cecon-documentoassinado,2021-03-03 15:09:05.000
07794360/2020,cecon-despachoassinado,2021-03-03 15:09:52.000
07794360/2020,cecon-aguardandodocumentoe/ouinformaçõesdocontribuinte,2021-03-03 15:10:20.000
07794360/2020,cecon-contribuinteciente,2021-03-16 09:24:05.000
07794360/2020,cecon-documentoassinadopelocontribuinte,2021-03-16 10:41:04.000
07794360/2020,cecon-distribuído,2021-03-18 14:29:45.000
07794360/2020,cecon-documentoassinado,2021-03-27 11:15:14.000
07794360/2020,cotri-aguardandociênciadocontribuinte,2021-03-27 11:15:41.000
07794360/2020,cotri-arquivado,2021-03-29 09:16:18.000
07810020/2020,cecon-protocolizado,2020-09-30 15:20:57.000
07810020/2020,cecon-aguardandodistribuição,2020-09-30 15:20:58.000
07810020/2020,cecon-distribuído,2020-10-08 11:24:29.000
07810020/2020,cecon-documentoassinado,2020-10-09 09:55:52.000
07810020/2020,cecon-despachoassinado,2020-10-09 09:56:33.000
07810020/2020,cecon-aguardandodocumentoe/ouinformaçõesdocontribuinte,2020-10-09 09:57:10.000
07810020/2020,cecon-contribuinteciente,2020-10-09 17:31:33.000
07810020/2020,cecon-documentoassinadopelocontribuinte,2020-10-16 16:19:12.000
07810020/2020,cecon-despachoassinado,2020-11-17 08:24:18.000
07810020/2020,cecon-aguardandodocumentoe/ouinformaçõesdocontribuinte,2020-11-17 08:24:58.000
07810020/2020,cecon-contribuinteciente,2020-11-19 17:25:02.000
07810020/2020,cecon-documentoassinadopelocontribuinte,2020-11-27 10:39:56.000
07810020/2020,cecon-documentoassinado,2020-12-02 15:51:33.000
07810020/2020,cecon-distribuído,2020-12-02 15:53:06.000
07810020/2020,cotri-aguardandoanálisedocoordenador,2020-12-02 15:59:00.000
07810020/2020,cotri-distribuído,2020-12-04 17:02:53.000
07810020/2020,secexreceita-aguardandoanálisedosecretárioexecutivo,2020-12-04 17:03:14.000
07810020/2020,cotri-analisado,2020-12-04 17:03:14.000
07810020/2020,secexreceita-distribuído,2020-12-17 08:33:11.000
07810020/2020,secexreceita-regimeespecialdetributaçãoassinado,2020-12-18 16:36:34.000
07810020/2020,cecon-aguardandoprovidênciassefaz,2020-12-23 08:19:10.000
07810020/2020,cecon-distribuído,2020-12-23 08:19:32.000
07810020/2020,cecon-arquivado,2020-12-23 08:20:04.000
07867138/2020,cecon-protocolizado,2020-10-01 17:21:10.000
07867138/2020,cecon-aguardandodistribuição,2020-10-01 17:21:10.000
07867138/2020,cecon-documentoassinadopelocontribuinte,2020-10-19 14:23:14.000
07867138/2020,cecon-distribuído,2020-11-09 17:14:21.000
07867138/2020,cecon-despachoassinado,2020-11-10 12:28:02.000
07867138/2020,cecon-aguardandociênciadocontribuinte,2020-11-10 12:28:19.000
07867138/2020,cecon-contribuinteciente,2020-11-23 15:33:00.000
07867138/2020,cecon-documentoassinadopelocontribuinte,2020-11-23 15:48:59.000
07867138/2020,cecon-despachoassinado,2020-11-25 12:48:26.000
07867138/2020,nuatitapipoca-aguardandoprovidênciassefaz,2020-11-25 12:50:08.000
07867138/2020,nuatitapipoca-despachoassinado,2021-01-04 17:15:20.000
07867138/2020,cecon-aguardandoprovidênciassefaz,2021-01-04 17:23:23.000
07867138/2020,nuatitapipoca-aguardandoaprovação,2021-01-04 17:23:23.000
07867138/2020,cecon-despachoassinado,2021-01-26 13:35:17.000
07867138/2020,nuatitapipoca-aguardandoprovidênciassefaz,2021-01-26 13:37:25.000
07867138/2020,nuatitapipoca-informaçãofiscalassinada,2021-01-27 18:27:27.000
07867138/2020,cecon-aguardandoprovidênciassefaz,2021-01-27 18:28:57.000
07867138/2020,nuatitapipoca-providenciado,2021-01-27 18:28:57.000
07867138/2020,cecon-documentoassinado,2021-02-25 16:09:10.000
07867138/2020,nucot-aguardandoanálisedoorientador,2021-02-25 16:18:35.000
07867138/2020,nucot-processoanalisado,2021-02-25 19:34:27.000
07867138/2020,cotri-aguardandoanálisedocoordenador,2021-02-25 19:34:27.000
07867138/2020,secexreceita-aguardandoanálisedosecretárioexecutivo,2021-02-26 10:03:26.000
07867138/2020,cotri-analisado,2021-02-26 10:03:26.000
07867138/2020,secexreceita-distribuído,2021-03-01 14:46:13.000
07867138/2020,secexreceita-regimeespecialdetributaçãoassinado,2021-03-01 15:20:18.000
07867138/2020,cecon-aguardandoprovidênciassefaz,2021-03-02 15:19:35.000
07867138/2020,cecon-distribuído,2021-03-02 15:19:44.000
07867138/2020,cecon-arquivado,2021-03-02 15:20:59.000
08023146/2020,cecon-protocolizado,2020-10-06 17:19:23.000
08023146/2020,cecon-aguardandodistribuição,2020-10-06 17:19:24.000
08023146/2020,cecon-distribuído,2020-10-29 09:43:16.000
08023146/2020,cecon-despachoassinado,2020-11-11 12:06:52.000
08023146/2020,cecon-aguardandociênciadocontribuinte,2020-11-11 12:07:18.000
08023146/2020,cecon-contribuinteciente,2020-11-11 13:37:17.000
08023146/2020,cecon-documentoassinadopelocontribuinte,2020-11-18 15:27:07.000
08023146/2020,cecon-documentoassinado,2020-11-20 11:32:45.000
08023146/2020,nucot-aguardandoanálisedasupervisão,2020-11-20 11:34:27.000
08023146/2020,nucot-distribuído,2020-11-26 07:09:47.000
08023146/2020,nucot-analisado,2020-11-26 07:11:09.000
08023146/2020,cotri-aguardandoanálisedocoordenador,2020-11-26 07:11:09.000
08023146/2020,secexreceita-aguardandoanálisedosecretárioexecutivo,2020-12-01 18:03:50.000
08023146/2020,cotri-analisado,2020-12-01 18:03:50.000
08023146/2020,secexreceita-distribuído,2020-12-03 07:34:39.000
08023146/2020,secexreceita-regimeespecialdetributaçãoassinado,2020-12-07 14:05:08.000
08023146/2020,cecon-aguardandoprovidênciassefaz,2020-12-11 10:59:31.000
08023146/2020,cecon-distribuído,2020-12-11 10:59:42.000
08023146/2020,cecon-arquivado,2020-12-11 11:00:01.000
08024517/2020,cecon-protocolizado,2020-10-06 19:04:00.000
08024517/2020,cecon-aguardandodistribuição,2020-10-06 19:04:01.000
08024517/2020,cecon-distribuído,2020-11-09 17:01:34.000
08024517/2020,cecon-documentoassinado,2020-11-24 18:09:16.000
08024517/2020,cecon-aguardandoanálisedasupervisão,2020-11-24 18:09:45.000
08024517/2020,cecon-distribuído,2020-11-24 18:09:52.000
08024517/2020,cotri-aguardandoanálisedocoordenador,2020-11-25 11:41:03.000
08024517/2020,cotri-distribuído,2020-11-30 15:16:13.000
08024517/2020,secexreceita-aguardandoanálisedosecretárioexecutivo,2020-11-30 15:16:33.000
08024517/2020,cotri-analisado,2020-11-30 15:16:33.000
08024517/2020,secexreceita-distribuído,2020-12-03 07:34:09.000
08024517/2020,secexreceita-regimeespecialdetributaçãoassinado,2020-12-08 08:29:51.000
08024517/2020,cecon-aguardandoprovidênciassefaz,2020-12-10 09:52:33.000
08024517/2020,cecon-distribuído,2020-12-10 09:52:42.000
08024517/2020,cecon-arquivado,2020-12-10 09:53:03.000
08024614/2020,cecon-protocolizado,2020-10-06 19:26:33.000
08024614/2020,cecon-aguardandodistribuição,2020-10-06 19:26:34.000
08024614/2020,cecon-distribuído,2020-11-09 17:02:11.000
08024614/2020,cecon-documentoassinado,2020-11-25 11:22:26.000
08024614/2020,cecon-aguardandoanálisedasupervisão,2020-11-25 11:24:25.000
08024614/2020,cecon-distribuído,2020-11-25 11:24:57.000
08024614/2020,cotri-aguardandoanálisedocoordenador,2020-11-25 11:44:17.000
08024614/2020,cotri-distribuído,2020-11-30 15:14:55.000
08024614/2020,secexreceita-aguardandoanálisedosecretárioexecutivo,2020-11-30 15:15:17.000
08024614/2020,cotri-analisado,2020-11-30 15:15:17.000
08024614/2020,secexreceita-distribuído,2020-12-03 07:33:31.000
08024614/2020,secexreceita-regimeespecialdetributaçãoassinado,2020-12-08 08:36:55.000
08024614/2020,cecon-aguardandoprovidênciassefaz,2020-12-10 09:48:29.000
08024614/2020,cecon-distribuído,2020-12-10 09:48:39.000
08024614/2020,cecon-arquivado,2020-12-10 09:49:07.000
08083289/2020,cecon-protocolizado,2020-10-08 09:57:37.000
08083289/2020,cecon-aguardandodistribuição,2020-10-08 09:57:38.000
08083289/2020,cecon-distribuído,2020-11-09 17:03:28.000
08083289/2020,cecon-documentoassinado,2020-11-27 18:12:09.000
08083289/2020,cecon-aguardandoanálisedasupervisão,2020-11-27 18:13:14.000
08083289/2020,cecon-distribuído,2020-11-27 18:13:23.000
08083289/2020,cotri-aguardandoanálisedocoordenador,2020-12-02 14:38:23.000
08083289/2020,cotri-distribuído,2020-12-04 17:22:24.000
08083289/2020,secexreceita-aguardandoanálisedosecretárioexecutivo,2020-12-04 17:22:44.000
08083289/2020,cotri-analisado,2020-12-04 17:22:44.000
08083289/2020,secexreceita-regimeespecialdetributaçãoassinado,2020-12-07 15:56:00.000
08083289/2020,secexreceita-distribuído,2020-12-10 09:14:42.000
08083289/2020,cecon-aguardandoprovidênciassefaz,2020-12-10 09:15:00.000
08083289/2020,cecon-distribuído,2020-12-10 09:15:07.000
08083289/2020,cecon-arquivado,2020-12-10 09:15:27.000
08214774/2020,cecon-protocolizado,2020-10-13 15:39:23.000
08214774/2020,cecon-aguardandodistribuição,2020-10-13 15:39:25.000
08214774/2020,cecon-distribuído,2020-11-09 17:15:56.000
08214774/2020,cecon-despachoassinado,2020-11-20 10:38:14.000
08214774/2020,cecon-aguardandociênciadocontribuinte,2020-11-20 10:38:36.000
08214774/2020,cecon-contribuinteciente,2020-12-16 09:16:26.000
08214774/2020,cecon-documentoassinadopelocontribuinte,2020-12-21 15:36:55.000
08214774/2020,cecon-documentoassinado,2020-12-30 12:51:26.000
08214774/2020,nucot-aguardandoanálisedasupervisão,2020-12-30 12:54:36.000
08214774/2020,nucot-analisado,2021-01-04 16:30:02.000
08214774/2020,cotri-aguardandoanálisedocoordenador,2021-01-04 16:30:02.000
08214774/2020,secexreceita-aguardandoanálisedosecretárioexecutivo,2021-01-13 14:46:27.000
08214774/2020,cotri-analisado,2021-01-13 14:46:27.000
08214774/2020,secexreceita-distribuído,2021-01-13 17:15:54.000
08214774/2020,secexreceita-regimeespecialdetributaçãoassinado,2021-01-21 13:31:03.000
08214774/2020,cecon-aguardandoprovidênciassefaz,2021-01-26 16:31:03.000
08214774/2020,cecon-distribuído,2021-01-26 16:31:13.000
08214774/2020,cecon-arquivado,2021-01-26 16:31:33.000
08269862/2020,cecon-protocolizado,2020-10-14 17:49:25.000
08269862/2020,cecon-aguardandodistribuição,2020-10-14 17:49:26.000
08269862/2020,cecon-distribuído,2020-11-09 17:22:05.000
08269862/2020,cecon-despachoassinado,2020-12-22 11:59:52.000
08269862/2020,cecon-aguardandociênciadocontribuinte,2020-12-22 12:00:16.000
08269862/2020,cecon-contribuinteciente,2020-12-22 14:14:06.000
08269862/2020,cecon-documentoassinadopelocontribuinte,2021-01-13 14:44:47.000
08269862/2020,cecon-documentoassinado,2021-02-09 21:06:00.000
08269862/2020,nucot-aguardandoanálisedasupervisão,2021-02-09 21:08:02.000
08269862/2020,nucot-analisado,2021-02-16 16:39:26.000
08269862/2020,cotri-aguardandoanálisedocoordenador,2021-02-16 16:39:26.000
08269862/2020,cotri-distribuído,2021-02-17 10:11:34.000
08269862/2020,secexreceita-aguardandoassinaturadasecretária,2021-02-17 10:12:00.000
08269862/2020,cotri-analisado,2021-02-17 10:12:00.000
08269862/2020,secexreceita-distribuído,2021-02-19 09:22:38.000
08269862/2020,secexreceita-regimeespecialdetributaçãoassinado,2021-03-08 15:02:23.000
08269862/2020,cecon-aguardandoprovidênciassefaz,2021-03-08 16:35:54.000
08269862/2020,cecon-distribuído,2021-03-08 16:36:02.000
08269862/2020,cecon-arquivado,2021-03-08 16:36:13.000
08269862/2020,cecon-desarquivado,2021-04-12 16:19:35.000
08269862/2020,cecon-distribuído,2021-04-12 16:19:44.000
08269862/2020,cecon-arquivado,2021-08-19 15:11:46.000
08335547/2020,cecon-protocolizado,2020-10-16 11:19:00.000
08335547/2020,cecon-aguardandodistribuição,2020-10-16 11:19:01.000
08335547/2020,cecon-documentoassinadopelocontribuinte,2020-10-21 17:45:34.000
08335547/2020,cecon-distribuído,2020-11-09 17:04:04.000
08335547/2020,cecon-despachoassinado,2020-11-29 16:07:41.000
08335547/2020,cecon-aguardandociênciadocontribuinte,2020-11-29 16:08:04.000
08335547/2020,cecon-contribuinteciente,2020-11-30 11:29:09.000
08335547/2020,cecon-documentoassinadopelocontribuinte,2020-11-30 13:53:24.000
08335547/2020,cecon-despachoassinado,2020-12-23 11:16:14.000
08335547/2020,cecon-aguardandociênciadocontribuinte,2020-12-23 11:17:33.000
08335547/2020,cecon-contribuinteciente,2020-12-24 08:52:38.000
08335547/2020,cecon-documentoassinado,2020-12-29 04:35:28.000
08335547/2020,cecon-aguardandoanálisedasupervisão,2020-12-29 04:35:52.000
08335547/2020,cecon-distribuído,2020-12-29 04:36:08.000
08335547/2020,cecon-documentoassinadopelocontribuinte,2020-12-29 08:28:06.000
08335547/2020,cotri-aguardandoanálisedocoordenador,2020-12-29 19:20:49.000
08335547/2020,cotri-distribuído,2021-01-11 16:04:11.000
08335547/2020,gabinetesecretaria-aguardandoanálisedosecretárioexecutivo,2021-01-11 16:04:34.000
08335547/2020,cotri-analisado,2021-01-11 16:04:34.000
08335547/2020,gabinetesecretaria-regimeespecialdetributaçãoassinado,2021-01-11 16:28:36.000
08335547/2020,gabinetesecretaria-distribuído,2021-01-14 16:50:34.000
08335547/2020,cecon-aguardandoprovidênciassefaz,2021-01-14 16:50:54.000
08335547/2020,cecon-distribuído,2021-01-14 16:51:05.000
08335547/2020,cecon-arquivado,2021-01-14 16:51:23.000
08434812/2020,cecon-protocolizado,2020-10-20 09:26:39.000
08434812/2020,cecon-aguardandodistribuição,2020-10-20 09:26:40.000
08434812/2020,cecon-documentoassinadopelocontribuinte,2020-10-20 09:56:10.000
08434812/2020,cecon-distribuído,2020-11-09 16:55:44.000
08434812/2020,cecon-documentoassinado,2020-11-26 10:42:57.000
08434812/2020,cecon-distribuído,2020-11-26 10:44:20.000
08434812/2020,cotri-aguardandoanálisedocoordenador,2020-12-02 15:54:04.000
08434812/2020,cotri-distribuído,2020-12-04 17:26:01.000
08434812/2020,secexreceita-aguardandoanálisedosecretárioexecutivo,2020-12-04 17:26:21.000
08434812/2020,cotri-analisado,2020-12-04 17:26:21.000
08434812/2020,secexreceita-distribuído,2020-12-07 17:03:35.000
08434812/2020,secexreceita-regimeespecialdetributaçãoassinado,2020-12-08 09:16:55.000
08434812/2020,cecon-aguardandoprovidênciassefaz,2020-12-10 09:06:12.000
08434812/2020,cecon-distribuído,2020-12-10 09:06:20.000
08434812/2020,cecon-arquivado,2020-12-10 09:06:38.000
08544359/2020,cecon-protocolizado,2020-10-22 14:06:09.000
08544359/2020,cecon-aguardandodistribuição,2020-10-22 14:06:09.000
08544359/2020,cecon-documentoassinadopelocontribuinte,2020-10-27 15:13:00.000
08544359/2020,cecon-distribuído,2020-11-09 17:06:25.000
08544359/2020,cecon-documentoassinado,2020-11-29 18:59:55.000
08544359/2020,cecon-aguardandoanálisedasupervisão,2020-11-29 19:00:24.000
08544359/2020,cecon-distribuído,2020-11-29 19:00:31.000
08544359/2020,cotri-aguardandoanálisedocoordenador,2020-12-02 16:17:42.000
08544359/2020,cotri-distribuído,2020-12-04 17:20:42.000
08544359/2020,gabinetesecretaria-aguardandoanálisedosecretárioexecutivo,2020-12-24 10:56:40.000
08544359/2020,gabinetesecretaria-regimeespecialdetributaçãoassinado,2021-01-12 14:34:52.000
08544359/2020,gabinetesecretaria-distribuído,2021-01-14 17:14:33.000
08544359/2020,cecon-aguardandoprovidênciassefaz,2021-01-14 17:15:01.000
08544359/2020,cecon-distribuído,2021-01-14 17:15:12.000
08544359/2020,cecon-arquivado,2021-01-14 17:15:36.000
08611870/2020,cecon-protocolizado,2020-10-24 11:05:43.000
08611870/2020,cecon-aguardandodistribuição,2020-10-24 11:05:44.000
08611870/2020,cecon-distribuído,2020-11-09 17:27:10.000
08611870/2020,cecon-documentoassinado,2020-12-28 15:59:01.000
08611870/2020,nucot-aguardandoanálisedasupervisão,2020-12-28 16:00:33.000
08611870/2020,nucot-analisado,2020-12-29 19:18:31.000
08611870/2020,cotri-aguardandoanálisedocoordenador,2020-12-29 19:18:31.000
08611870/2020,cotri-distribuído,2021-01-11 16:05:16.000
08611870/2020,gabinetesecretaria-aguardandoanálisedosecretárioexecutivo,2021-01-11 16:05:35.000
08611870/2020,cotri-analisado,2021-01-11 16:05:35.000
08611870/2020,gabinetesecretaria-regimeespecialdetributaçãoassinado,2021-01-12 08:16:07.000
08611870/2020,gabinetesecretaria-distribuído,2021-01-14 17:11:05.000
08611870/2020,cecon-aguardandoprovidênciassefaz,2021-01-14 17:11:26.000
08611870/2020,cecon-distribuído,2021-01-14 17:11:36.000
08611870/2020,cecon-arquivado,2021-01-14 17:11:56.000
08729456/2020,cecon-protocolizado,2020-10-28 14:28:49.000
08729456/2020,cecon-aguardandodistribuição,2020-10-28 14:28:50.000
08729456/2020,cecon-documentoassinadopelocontribuinte,2020-10-28 14:46:21.000
08729456/2020,cecon-distribuído,2020-12-07 16:50:00.000
08729456/2020,cecon-documentoassinado,2021-02-25 17:30:00.000
08729456/2020,cecon-distribuído,2021-02-26 08:39:46.000
08729456/2020,cecon-aguardandociênciadocontribuinte,2021-02-26 08:40:17.000
08729456/2020,cecon-contribuinteciente,2021-03-05 16:01:46.000
08729456/2020,cecon-arquivado,2021-03-10 15:41:22.000
08734581/2020,cecon-protocolizado,2020-10-28 16:45:34.000
08734581/2020,cecon-aguardandodistribuição,2020-10-28 16:45:35.000
08734581/2020,cecon-distribuído,2020-11-17 16:26:15.000
08734581/2020,cecon-documentoassinado,2020-11-27 11:46:27.000
08734581/2020,cecon-distribuído,2020-11-27 11:46:59.000
08734581/2020,cotri-aguardandoanálisedocoordenador,2020-12-02 16:07:01.000
08734581/2020,cotri-distribuído,2020-12-04 17:09:32.000
08734581/2020,secexreceita-aguardandoanálisedosecretárioexecutivo,2020-12-04 17:20:09.000
08734581/2020,cotri-analisado,2020-12-04 17:20:09.000
08734581/2020,secexreceita-distribuído,2020-12-07 16:51:12.000
08734581/2020,secexreceita-regimeespecialdetributaçãoassinado,2020-12-08 13:11:28.000
08734581/2020,cecon-aguardandoprovidênciassefaz,2020-12-10 08:49:59.000
08734581/2020,cecon-distribuído,2020-12-10 08:50:11.000
08734581/2020,cecon-arquivado,2020-12-10 08:50:30.000
08780850/2020,cecon-protocolizado,2020-10-29 18:11:02.000
08780850/2020,cecon-aguardandodistribuição,2020-10-29 18:11:03.000
08780850/2020,cecon-distribuído,2020-12-07 17:07:18.000
08780850/2020,cecon-documentoassinado,2021-02-10 16:19:00.000
08780850/2020,nucot-aguardandoprovidênciassefaz,2021-02-10 16:20:55.000
08780850/2020,nucot-analisado,2021-02-16 15:58:38.000
08780850/2020,cotri-aguardandoanálisedocoordenador,2021-02-16 15:58:38.000
08780850/2020,cotri-distribuído,2021-02-17 10:10:36.000
08780850/2020,secexreceita-aguardandoassinaturadasecretária,2021-02-17 10:11:00.000
08780850/2020,cotri-analisado,2021-02-17 10:11:00.000
08780850/2020,secexreceita-distribuído,2021-02-19 09:21:09.000
08780850/2020,secexreceita-regimeespecialdetributaçãoassinado,2021-02-19 11:17:59.000
08780850/2020,cecon-aguardandoprovidênciassefaz,2021-02-22 09:55:17.000
08780850/2020,cecon-distribuído,2021-02-22 09:55:27.000
08780850/2020,cecon-arquivado,2021-02-22 09:55:46.000
08801378/2020,cecon-protocolizado,2020-10-30 10:55:36.000
08801378/2020,cecon-aguardandodistribuição,2020-10-30 10:55:37.000
08801378/2020,cecon-distribuído,2020-12-07 10:07:06.000
08801378/2020,cecon-despachoassinado,2020-12-14 08:59:44.000
08801378/2020,cecon-aguardandociênciadocontribuinte,2020-12-14 09:00:58.000
08801378/2020,cecon-contribuinteciente,2020-12-15 14:35:03.000
08801378/2020,cecon-documentoassinadopelocontribuinte,2020-12-17 18:10:18.000
08801378/2020,cecon-despachoassinado,2021-01-21 10:26:35.000
08801378/2020,cecon-aguardandociênciadocontribuinte,2021-01-21 10:27:39.000
08801378/2020,cecon-contribuinteciente,2021-01-25 08:20:10.000
08801378/2020,cecon-documentoassinadopelocontribuinte,2021-02-01 14:55:24.000
08801378/2020,cecon-distribuído,2021-02-17 11:05:38.000
08801378/2020,cecon-documentoassinado,2021-02-25 17:24:59.000
08801378/2020,cecon-distribuído,2021-02-26 08:51:57.000
08801378/2020,cecon-aguardandociênciadocontribuinte,2021-02-26 08:52:06.000
08801378/2020,cecon-contribuinteciente,2021-02-26 12:58:01.000
08801378/2020,cecon-arquivado,2021-03-10 15:20:14.000
08816863/2020,cecon-protocolizado,2020-10-30 15:03:47.000
08816863/2020,cecon-aguardandodistribuição,2020-10-30 15:03:47.000
08816863/2020,cecon-distribuído,2020-12-07 17:08:06.000
08816863/2020,cecon-despachoassinado,2021-02-11 19:08:07.000
08816863/2020,cecon-aguardandociênciadocontribuinte,2021-02-11 19:08:30.000
08816863/2020,cecon-contribuinteciente,2021-02-12 11:23:30.000
08816863/2020,cecon-documentoassinadopelocontribuinte,2021-02-12 16:47:34.000
08816863/2020,cecon-documentoassinado,2021-02-12 21:59:44.000
08816863/2020,nucot-aguardandoanálisedasupervisão,2021-02-12 22:01:54.000
08816863/2020,nucot-analisado,2021-02-16 16:10:12.000
08816863/2020,cotri-aguardandoanálisedocoordenador,2021-02-16 16:10:12.000
08816863/2020,cotri-distribuído,2021-02-17 10:08:42.000
08816863/2020,secexreceita-aguardandoassinaturadasecretária,2021-02-17 10:09:02.000
08816863/2020,cotri-analisado,2021-02-17 10:09:02.000
08816863/2020,secexreceita-distribuído,2021-02-19 09:19:47.000
08816863/2020,secexreceita-regimeespecialdetributaçãoassinado,2021-02-22 12:00:16.000
08816863/2020,cecon-aguardandoprovidênciassefaz,2021-02-22 15:19:24.000
08816863/2020,cecon-distribuído,2021-02-22 15:19:40.000
08816863/2020,cecon-arquivado,2021-02-22 15:19:53.000
08869495/2020,cecon-protocolizado,2020-11-03 11:08:18.000
08869495/2020,cecon-aguardandodistribuição,2020-11-03 11:08:19.000
