,identificacao,activity,number_steps_x,Unnamed: 0,CompleteTimestamp,timestamp,number_steps_y,is_first_step,timestamp_shift,duracao,tempo_restante_conclusao,tempo_passado,day,month,year,day_of_week,is_weekend,quarter,is_quarter_end,hour,minute,second,steps,activity_cat
8171,291,6,4,819,2010-10-20 23:23:37,2010-10-20 23:23:37,4,0,0 days 00:00:00,0.0,0.0004861111111109,0.0002662037037035,20,10,2010,2,0,4,0,23,23,37,4,5
8172,4077,8,4,12157,2010-03-15 19:36:06,2010-03-15 19:36:06,4,0,2010-03-15 20:12:05,0.0249884259259259,0.0250925925925925,0.0001041666666666,15,3,2010,0,0,1,0,19,36,6,4,7
8173,4376,6,3,13069,2010-05-21 16:14:42,2010-05-21 16:14:42,3,0,0 days 00:00:00,0.0,3.742592592592594,3.742592592592592,21,5,2010,4,0,2,0,16,14,42,3,5
8174,706,8,3,1993,2012-04-26 16:09:15,2012-04-26 16:09:15,3,0,2012-04-26 16:27:23,0.0125925925925925,1.6926388888888888,0.0,26,4,2012,3,0,2,0,16,9,15,3,7
8175,913,1,3,2641,2010-11-11 22:50:41,2010-11-11 22:50:41,3,1,2010-11-11 22:56:18,0.0039004629629629,1.075324074074074,0.0,11,11,2010,3,0,4,0,22,50,41,3,0
8176,3894,6,3,11590,2012-01-18 01:29:59,2012-01-18 01:29:59,3,0,0 days 00:00:00,0.0,7.992303240740741,7.992303240740741,18,1,2012,2,0,1,0,1,29,59,3,5
8177,3480,6,2,10354,2012-05-07 23:23:01,2012-05-07 23:23:01,2,0,0 days 00:00:00,0.0,0.0,0.0,7,5,2012,0,0,2,0,23,23,1,2,5
8178,1454,1,3,4286,2010-10-27 23:56:42,2010-10-27 23:56:42,3,1,2010-10-29 20:01:37,1.8367476851851847,1.9047800925925928,0.0,27,10,2010,2,0,4,0,23,56,42,3,0
8179,1639,8,3,4865,2011-09-27 20:35:01,2011-09-27 20:35:01,3,0,2011-09-27 23:27:29,0.1197685185185185,0.1197685185185185,0.0,27,9,2011,1,0,3,0,20,35,1,3,7
8180,1825,6,4,5430,2012-03-28 16:24:35,2012-03-28 16:24:35,4,0,0 days 00:00:00,0.0,8.049074074074072,7.226412037037036,28,3,2012,2,0,1,0,16,24,35,4,5
8181,2010,9,10,5998,2011-07-06 16:04:08,2011-07-06 16:04:08,10,0,2011-07-07 22:56:55,1.2866550925925926,18.036273148148148,0.0024768518518527,6,7,2011,2,0,3,0,16,4,8,10,8
8182,2010,9,10,6000,2011-07-07 22:57:05,2011-07-07 22:57:05,10,0,2011-07-07 22:57:30,0.0002893518518518,17.256238425925925,0.0120717592592605,7,7,2011,3,0,3,0,22,57,5,10,8
8183,2010,9,10,6002,2011-07-07 23:14:53,2011-07-07 23:14:53,10,0,2011-07-22 22:09:54,14.954872685185183,16.75665509259259,0.9927199074074088,7,7,2011,3,0,3,0,23,14,53,10,8
8184,287,8,3,804,2011-02-08 16:49:34,2011-02-08 16:49:34,3,0,2011-02-08 19:49:59,0.1252893518518518,0.1252893518518518,0.0,8,2,2011,1,0,1,0,16,49,34,3,7
8185,3851,8,3,11465,2011-08-24 21:58:37,2011-08-24 21:58:37,3,0,2011-08-26 17:28:47,1.8126157407407408,1.8126157407407408,0.0,24,8,2011,2,0,3,0,21,58,37,3,7
8186,2132,9,5,6365,2011-12-02 23:07:24,2011-12-02 23:07:24,5,0,2011-12-07 00:19:48,4.050277777777778,25.192442129629622,0.0001388888888875,2,12,2011,4,0,4,0,23,7,24,5,8
8187,3301,8,3,9837,2011-10-04 15:46:23,2011-10-04 15:46:23,3,0,2011-10-10 17:35:43,6.075925925925926,6.075925925925926,0.0,4,10,2011,1,0,4,0,15,46,23,3,7
8188,87,1,7,215,2011-11-14 23:35:55,2011-11-14 23:35:55,7,1,2011-11-18 01:58:30,3.099016203703704,22.96207175925926,0.0,14,11,2011,0,0,4,0,23,35,55,7,0
8189,4462,1,3,13346,2010-10-19 20:48:46,2010-10-19 20:48:46,3,1,2010-10-19 21:10:38,0.0151851851851851,0.7942708333333334,0.0,19,10,2010,1,0,4,0,20,48,46,3,0
8190,925,1,3,2684,2010-09-17 00:32:39,2010-09-17 00:32:39,3,1,2010-09-17 00:32:56,0.0001967592592592,4.670162037037037,0.0,17,9,2010,4,0,3,0,0,32,39,3,0
8191,640,8,3,1794,2010-11-12 22:52:11,2010-11-12 22:52:11,3,0,2010-11-12 22:52:18,8.101851851851852e-05,24.015451388888888,0.0,12,11,2010,4,0,4,0,22,52,11,3,7
8192,4125,6,3,12305,2011-11-26 00:10:05,2011-11-26 00:10:05,3,0,0 days 00:00:00,0.0,0.179849537037037,0.179849537037037,26,11,2011,5,1,4,0,0,10,5,3,5
8193,1219,6,3,3597,2012-02-02 20:01:41,2012-02-02 20:01:41,3,0,0 days 00:00:00,0.0,0.0149421296296292,0.0149421296296292,2,2,2012,3,0,1,0,20,1,41,3,5
8194,1849,9,5,5499,2010-09-09 18:27:49,2010-09-09 18:27:49,5,0,2010-09-21 17:28:54,11.959085648148148,18.036180555555557,0.1814814814814802,9,9,2010,3,0,3,0,18,27,49,5,8
8195,1552,8,3,4599,2012-06-22 21:55:18,2012-06-22 21:55:18,3,0,2012-06-25 22:19:32,3.016828703703704,3.016828703703704,0.0,22,6,2012,4,0,2,0,21,55,18,3,7
8196,64,6,7,164,2011-05-06 17:42:28,2011-05-06 17:42:28,7,0,0 days 00:00:00,0.0,9.749479166666667,8.966666666666667,6,5,2011,4,0,2,0,17,42,28,7,5
8197,3031,8,6,9027,2010-09-21 16:10:37,2010-09-21 16:10:37,6,0,2010-09-27 16:30:29,6.013796296296296,6.014432870370369,0.0002662037037044,21,9,2010,1,0,3,0,16,10,37,6,7
8198,4243,6,4,12662,2010-05-04 23:19:52,2010-05-04 23:19:52,4,0,0 days 00:00:00,0.0,0.0052314814814814,0.0050462962962962,4,5,2010,1,0,2,0,23,19,52,4,5
8199,2470,8,5,7372,2011-05-25 16:18:54,2011-05-25 16:18:54,5,0,2011-05-25 17:41:36,0.0574305555555555,2.052002314814815,0.0,25,5,2011,2,0,2,0,16,18,54,5,7
8200,2470,8,5,7374,2011-05-27 17:31:04,2011-05-27 17:31:04,5,0,2011-05-27 17:31:12,9.25925925925926e-05,1.994664351851852,0.0018865740740738,27,5,2011,4,0,2,0,17,31,4,5,7
8201,720,1,3,2038,2011-11-21 22:38:34,2011-11-21 22:38:34,3,1,2011-11-21 22:38:48,0.000162037037037,0.004386574074074,0.0,21,11,2011,0,0,4,0,22,38,34,3,0
8202,1534,6,3,4542,2010-01-26 18:50:55,2010-01-26 18:50:55,3,0,0 days 00:00:00,0.0,8.101851851805009e-05,8.101851851805009e-05,26,1,2010,1,0,1,0,18,50,55,3,5
8203,2179,1,3,6494,2011-09-20 16:01:13,2011-09-20 16:01:13,3,1,2011-09-30 16:24:05,10.01587962962963,21.315011574074077,0.0,20,9,2011,1,0,3,0,16,1,13,3,0
8204,3355,8,3,9994,2011-04-26 21:12:18,2011-04-26 21:12:18,3,0,2011-04-28 19:16:15,1.9194097222222224,1.9194097222222224,0.0,26,4,2011,1,0,2,0,21,12,18,3,7
8205,1714,3,8,5079,2010-04-23 18:20:28,2010-04-23 18:20:28,8,1,2010-04-23 18:21:12,0.0005092592592592,21.21280092592593,0.0,23,4,2010,4,0,2,0,18,20,28,8,2
8206,758,6,4,2163,2011-12-02 22:31:44,2011-12-02 22:31:44,4,0,0 days 00:00:00,0.0,4.941319444444444,4.731539351851852,2,12,2011,4,0,4,0,22,31,44,4,5
8207,2758,6,4,8227,2011-11-29 01:34:36,2011-11-29 01:34:36,4,0,0 days 00:00:00,0.0,8.819710648148146,5.014444444444443,29,11,2011,1,0,4,0,1,34,36,4,5
8208,993,6,5,2894,2011-03-30 18:22:49,2011-03-30 18:22:49,5,0,0 days 00:00:00,0.0,2.072789351851851,2.0699305555555565,30,3,2011,2,0,1,0,18,22,49,5,5
8209,4071,6,3,12144,2012-01-24 00:00:36,2012-01-24 00:00:36,3,0,0 days 00:00:00,0.0,3.256747685185185,3.2567476851851858,24,1,2012,1,0,1,0,0,0,36,3,5
8210,4170,8,3,12435,2012-02-27 22:35:15,2012-02-27 22:35:15,3,0,2012-02-29 18:09:32,1.815474537037037,1.815474537037037,0.0,27,2,2012,0,0,1,0,22,35,15,3,7
8211,4132,1,4,12328,2011-12-21 20:21:53,2011-12-21 20:21:53,4,1,2011-12-21 20:22:09,0.0001851851851851,0.1884143518518518,0.0,21,12,2011,2,0,4,0,20,21,53,4,0
8212,1701,8,4,5047,2010-03-05 20:05:36,2010-03-05 20:05:36,4,0,2010-03-06 02:05:32,0.2499537037037037,13.993298611111111,0.0380787037037038,5,3,2010,4,0,1,0,20,5,36,4,7
8213,1618,1,3,4791,2010-10-19 23:01:02,2010-10-19 23:01:02,3,1,2010-10-19 23:01:34,0.0003703703703703,0.0010300925925925,0.0,19,10,2010,1,0,4,0,23,1,2,3,0
8214,880,6,3,2531,2012-04-11 17:12:13,2012-04-11 17:12:13,3,0,0 days 00:00:00,0.0,0.7609606481481483,0.7609606481481483,11,4,2012,2,0,2,0,17,12,13,3,5
8215,3545,1,5,10548,2010-03-11 00:38:28,2010-03-11 00:38:28,5,1,2010-03-16 17:53:29,5.718761574074074,40.65929398148148,0.0,11,3,2010,3,0,1,0,0,38,28,5,0
8216,2249,6,8,6684,2010-04-30 19:26:43,2010-04-30 19:26:43,8,0,2010-04-30 21:08:45,0.0708564814814814,3.784409722222223,0.0329745370370369,30,4,2010,4,0,2,0,19,26,43,8,5
8217,2249,6,8,6688,2010-05-03 19:13:22,2010-05-03 19:13:22,8,0,0 days 00:00:00,0.0,1.053425925925926,0.7607060185185186,3,5,2010,0,0,2,0,19,13,22,8,5
8218,2887,6,5,8622,2011-04-21 17:29:12,2011-04-21 17:29:12,5,0,0 days 00:00:00,0.0,13.77671296296296,10.954976851851852,21,4,2011,3,0,2,0,17,29,12,5,5
8219,880,8,3,2530,2012-04-06 16:51:18,2012-04-06 16:51:18,3,0,2012-04-11 17:12:13,5.014525462962963,5.014525462962963,0.0,6,4,2012,4,0,2,0,16,51,18,3,7
8220,4163,1,3,12413,2011-03-04 22:45:21,2011-03-04 22:45:21,3,1,2011-03-04 22:45:31,0.0001157407407407,0.0143981481481481,0.0,4,3,2011,4,0,1,0,22,45,21,3,0
8221,200,8,3,546,2012-04-13 23:07:02,2012-04-13 23:07:02,3,0,2012-04-16 21:40:01,2.9395717592592594,2.939571759259259,0.0,13,4,2012,4,0,2,0,23,7,2,3,7
8222,2509,1,2,7486,2011-11-03 22:13:40,2011-11-03 22:13:40,2,1,2011-11-04 01:06:53,0.1202893518518518,0.1202893518518518,0.0,3,11,2011,3,0,4,0,22,13,40,2,0
8223,103,2,7,267,2010-06-09 15:18:28,2010-06-09 15:18:28,7,0,2010-06-16 17:23:07,7.0865625,8.216400462962964,0.8060763888888882,9,6,2010,2,0,2,0,15,18,28,7,1
8224,116,8,3,298,2011-04-08 21:02:38,2011-04-08 21:02:38,3,0,2011-04-08 21:07:10,0.0031481481481481,0.0031481481481481,0.0,8,4,2011,4,0,2,0,21,2,38,3,7
8225,3497,8,3,10413,2012-07-23 15:14:09,2012-07-23 15:14:09,3,0,2012-07-26 18:21:02,3.1297800925925925,3.632083333333333,0.0,23,7,2012,0,0,3,0,15,14,9,3,7
8226,1643,1,3,4881,2011-08-19 15:17:30,2011-08-19 15:17:30,3,1,2011-08-19 15:31:26,0.0096759259259259,7.30556712962963,0.0,19,8,2011,4,0,3,0,15,17,30,3,0
8227,4182,8,3,12478,2011-01-14 00:12:33,2011-01-14 00:12:33,3,0,2011-01-14 01:23:59,0.0496064814814814,0.0496064814814814,0.0,14,1,2011,4,0,1,0,0,12,33,3,7
8228,450,8,3,1246,2010-10-07 23:57:26,2010-10-07 23:57:26,3,0,2010-10-08 16:44:11,0.6991319444444445,0.6991319444444445,0.0,7,10,2010,3,0,4,0,23,57,26,3,7
8229,2893,1,3,8635,2011-11-16 18:22:21,2011-11-16 18:22:21,3,1,2011-11-16 18:22:29,9.25925925925926e-05,0.0601388888888888,0.0,16,11,2011,2,0,4,0,18,22,21,3,0
8230,2361,9,5,7042,2011-03-08 22:38:18,2011-03-08 22:38:18,5,0,2011-03-09 19:04:28,0.8515046296296296,1.844386574074074,0.0005671296296296,8,3,2011,1,0,1,0,22,38,18,5,8
8231,3486,6,4,10377,2012-06-26 20:20:46,2012-06-26 20:20:46,4,0,0 days 00:00:00,0.0,4.854560185185186,2.785393518518518,26,6,2012,1,0,2,0,20,20,46,4,5
8232,395,1,3,1095,2011-12-15 19:32:48,2011-12-15 19:32:48,3,1,2011-12-15 19:32:56,9.25925925925926e-05,0.0117592592592592,0.0,15,12,2011,3,0,4,0,19,32,48,3,0
8233,3558,1,3,10589,2012-04-19 22:50:21,2012-04-19 22:50:21,3,1,2012-04-19 22:50:37,0.0001851851851851,3.8096064814814814,0.0,19,4,2012,3,0,2,0,22,50,21,3,0
8234,1479,1,3,4355,2011-03-31 00:03:03,2011-03-31 00:03:03,3,1,2011-03-31 00:03:19,0.0001851851851851,0.0008333333333333,0.0,31,3,2011,3,0,1,1,0,3,3,3,0
8235,2354,1,4,7021,2011-02-02 00:57:39,2011-02-02 00:57:39,4,1,2011-02-16 01:53:07,14.03851851851852,19.957175925925924,0.0,2,2,2011,2,0,1,0,0,57,39,4,0
8236,2354,1,4,7022,2011-02-16 01:53:07,2011-02-16 01:53:07,4,0,2011-02-16 01:53:12,5.787037037037037e-05,19.957118055555554,0.0,16,2,2011,2,0,1,0,1,53,7,4,0
8237,4051,1,3,12081,2012-07-19 23:09:30,2012-07-19 23:09:30,3,1,2012-07-19 23:09:40,0.0001157407407407,3.795266203703704,0.0,19,7,2012,3,0,3,0,23,9,30,3,0
8238,4126,8,4,12307,2011-10-21 17:00:59,2011-10-21 17:00:59,4,0,2011-10-24 16:19:54,2.971469907407408,17.987256944444447,0.0,21,10,2011,4,0,4,0,17,0,59,4,7
8239,1721,1,3,5106,2011-02-10 23:08:55,2011-02-10 23:08:55,3,1,2011-02-10 23:09:04,0.0001041666666666,0.0018287037037037,0.0,10,2,2011,3,0,1,0,23,8,55,3,0
8240,1702,6,4,5052,2011-12-02 22:30:57,2011-12-02 22:30:57,4,0,0 days 00:00:00,0.0,5.024097222222222,4.707291666666666,2,12,2011,4,0,4,0,22,30,57,4,5
8241,1829,6,3,5436,2012-06-04 22:40:41,2012-06-04 22:40:41,3,0,0 days 00:00:00,0.0,0.0437268518518518,0.0437268518518518,4,6,2012,0,0,2,0,22,40,41,3,5
8242,3170,9,5,9439,2010-12-27 23:23:30,2010-12-27 23:23:30,5,0,2011-01-13 22:29:20,16.96238425925926,17.001122685185187,0.000127314814815,27,12,2010,0,0,4,0,23,23,30,5,8
8243,1560,6,3,4629,2011-08-24 21:33:51,2011-08-24 21:33:51,3,0,0 days 00:00:00,0.0,0.0026504629629629,0.0026504629629629,24,8,2011,2,0,3,0,21,33,51,3,5
8244,2561,1,3,7639,2010-08-17 17:30:17,2010-08-17 17:30:17,3,1,2010-08-18 17:57:56,1.019201388888889,1.0241319444444446,0.0,17,8,2010,1,0,3,0,17,30,17,3,0
8245,453,8,4,1256,2012-05-23 15:57:05,2012-05-23 15:57:05,4,0,2012-05-25 20:31:15,2.1903935185185186,2.190486111111112,0.0,23,5,2012,2,0,2,0,15,57,5,4,7
8246,3795,6,4,11269,2011-08-31 18:03:38,2011-08-31 18:03:38,4,0,0 days 00:00:00,0.0,0.1518518518518519,0.1516550925925925,31,8,2011,2,0,3,0,18,3,38,4,5
8247,3534,6,3,10532,2011-04-26 17:19:16,2011-04-26 17:19:16,3,0,0 days 00:00:00,0.0,0.0011342592592589,0.0011342592592589,26,4,2011,1,0,2,0,17,19,16,3,5
8248,3182,6,4,9472,2012-08-21 20:14:43,2012-08-21 20:14:43,4,0,0 days 00:00:00,0.0,0.9766782407407426,0.9414004629629638,21,8,2012,1,0,3,0,20,14,43,4,5
8249,1084,8,3,3177,2012-05-23 23:46:12,2012-05-23 23:46:12,3,0,2012-05-30 15:20:16,6.648657407407407,29.31452546296296,0.0,23,5,2012,2,0,2,0,23,46,12,3,7
8250,2413,1,3,7199,2010-11-26 17:26:39,2010-11-26 17:26:39,3,1,2010-11-30 02:04:16,3.3594560185185185,5.349675925925926,0.0,26,11,2010,4,0,4,0,17,26,39,3,0
8251,3611,1,4,10741,2011-01-31 17:17:07,2011-01-31 17:17:07,4,0,2011-01-31 18:01:24,0.0307523148148148,1.7388541666666666,0.0,31,1,2011,0,0,1,0,17,17,7,4,0
8252,925,8,3,2685,2010-09-17 00:32:56,2010-09-17 00:32:56,3,0,2010-09-21 16:37:41,4.669965277777778,4.669965277777778,0.0,17,9,2010,4,0,3,0,0,32,56,3,7
8253,560,1,3,1553,2010-04-28 23:50:51,2010-04-28 23:50:51,3,1,2010-05-06 15:29:22,7.651747685185185,21.66623842592593,0.0,28,4,2010,2,0,2,0,23,50,51,3,0
8254,104,1,3,269,2011-01-27 17:34:59,2011-01-27 17:34:59,3,1,2011-01-27 18:32:40,0.0400578703703703,0.041261574074074,0.0,27,1,2011,3,0,1,0,17,34,59,3,0
8255,3461,6,3,10298,2012-01-27 22:45:47,2012-01-27 22:45:47,3,0,0 days 00:00:00,0.0,9.259259259258856e-05,9.259259259258856e-05,27,1,2012,4,0,1,0,22,45,47,3,5
8256,52,1,3,126,2012-07-26 23:18:26,2012-07-26 23:18:26,3,1,2012-07-26 23:18:35,0.0001041666666666,0.8111342592592593,0.0,26,7,2012,3,0,3,0,23,18,26,3,0
8257,2098,1,7,6274,2011-11-04 01:38:17,2011-11-04 01:38:17,7,1,2011-11-04 01:38:28,0.0001273148148148,28.651168981481483,0.0,4,11,2011,4,0,4,0,1,38,17,7,0
8258,2159,8,6,6445,2010-09-09 19:58:32,2010-09-09 19:58:32,6,0,2010-09-09 19:58:44,0.0001388888888888,1.911539351851852,0.0038194444444443,9,9,2010,3,0,3,0,19,58,32,6,7
8259,2787,1,3,8302,2012-03-13 20:08:36,2012-03-13 20:08:36,3,1,2012-03-13 20:08:47,0.0001273148148148,0.1308217592592592,0.0,13,3,2012,1,0,1,0,20,8,36,3,0
8260,481,1,3,1341,2011-08-31 22:09:49,2011-08-31 22:09:49,3,1,2011-09-01 22:52:37,1.0297222222222222,1.7144560185185185,0.0,31,8,2011,2,0,3,0,22,9,49,3,0
8261,922,8,6,2671,2011-02-24 23:49:17,2011-02-24 23:49:17,6,0,2011-03-10 00:29:36,13.027997685185186,29.25866898148148,0.0,24,2,2011,3,0,1,0,23,49,17,6,7
8262,922,8,6,2674,2011-03-25 23:54:37,2011-03-25 23:54:37,6,0,2011-03-25 23:54:47,0.0001157407407407,19.12679398148148,5.843715277777779,25,3,2011,4,0,1,0,23,54,37,6,7
8263,1542,6,3,4570,2010-09-22 23:24:06,2010-09-22 23:24:06,3,0,0 days 00:00:00,0.0,0.0011805555555555,0.0011805555555555,22,9,2010,2,0,3,0,23,24,6,3,5
8264,2409,6,3,7186,2012-03-20 00:53:17,2012-03-20 00:53:17,3,0,2012-03-20 00:53:18,1.1574074074074072e-05,0.0228935185185185,0.0,20,3,2012,1,0,1,0,0,53,17,3,5
8265,2409,6,3,7187,2012-03-20 00:53:18,2012-03-20 00:53:18,3,0,0 days 00:00:00,0.0,1.157407407407357e-05,1.157407407407357e-05,20,3,2012,1,0,1,0,0,53,18,3,5
8266,2627,8,3,7824,2011-12-21 16:49:32,2011-12-21 16:49:32,3,0,2011-12-21 17:57:09,0.0469560185185185,0.7313657407407408,0.0,21,12,2011,2,0,4,0,16,49,32,3,7
8267,1417,6,3,4175,2012-08-20 17:10:45,2012-08-20 17:10:45,3,0,0 days 00:00:00,0.0,3.9602199074074074,3.9602199074074074,20,8,2012,0,0,3,0,17,10,45,3,5
8268,420,8,3,1164,2010-09-15 23:51:01,2010-09-15 23:51:01,3,0,2010-09-15 23:51:07,6.944444444444444e-05,0.0044791666666666,0.0,15,9,2010,2,0,3,0,23,51,1,3,7
8269,256,6,3,706,2011-01-27 20:00:26,2011-01-27 20:00:26,3,0,0 days 00:00:00,0.0,0.0003472222222224,0.0003472222222224,27,1,2011,3,0,1,0,20,0,26,3,5
8270,577,6,4,1611,2011-05-17 15:14:04,2011-05-17 15:14:04,4,0,0 days 00:00:00,0.0,0.0928703703703703,0.0927314814814828,17,5,2011,1,0,2,0,15,14,4,4,5
8271,4012,9,7,11949,2012-03-06 20:37:56,2012-03-06 20:37:56,7,0,2012-03-16 00:38:11,9.166840277777778,41.92607638888888,0.0656018518518521,6,3,2012,1,0,1,0,20,37,56,7,8
8272,4012,9,7,11951,2012-03-16 00:38:28,2012-03-16 00:38:28,7,0,2012-03-30 22:07:43,14.8953125,27.10348379629629,9.16684027777778,16,3,2012,4,0,1,0,0,38,28,7,8
8273,110,1,3,280,2010-12-16 18:33:24,2010-12-16 18:33:24,3,1,2010-12-16 18:40:25,0.0048726851851851,0.2634953703703703,0.0,16,12,2010,3,0,4,0,18,33,24,3,0
8274,1966,8,3,5865,2011-10-14 18:41:06,2011-10-14 18:41:06,3,0,2011-10-17 20:45:04,3.086087962962963,3.086087962962963,0.0,14,10,2011,4,0,4,0,18,41,6,3,7
8275,1108,6,3,3253,2011-03-01 20:29:13,2011-03-01 20:29:13,3,0,0 days 00:00:00,0.0,0.0003819444444444,0.0003819444444444,1,3,2011,1,0,1,0,20,29,13,3,5
8276,2195,8,3,6540,2011-10-21 23:18:47,2011-10-21 23:18:47,3,0,2011-11-02 20:18:16,11.874641203703703,11.874641203703703,0.0,21,10,2011,4,0,4,0,23,18,47,3,7
8277,707,1,3,1995,2010-02-22 23:02:29,2010-02-22 23:02:29,3,1,2010-02-22 23:02:39,0.0001157407407407,15.09363425925926,0.0,22,2,2010,0,0,1,0,23,2,29,3,0
8278,4491,1,3,13429,2012-03-27 21:06:26,2012-03-27 21:06:26,3,1,2012-03-28 17:55:47,0.8676041666666666,7.0823726851851845,0.0,27,3,2012,1,0,1,0,21,6,26,3,0
8279,832,8,3,2391,2011-02-17 01:50:49,2011-02-17 01:50:49,3,0,2011-02-17 01:51:44,0.000636574074074,0.000636574074074,0.0,17,2,2011,3,0,1,0,1,50,49,3,7
8280,2883,6,3,8608,2012-04-27 17:54:09,2012-04-27 17:54:09,3,0,0 days 00:00:00,0.0,0.0001273148148147,0.0001273148148147,27,4,2012,4,0,2,0,17,54,9,3,5
8281,2428,8,3,7252,2010-07-08 17:56:03,2010-07-08 17:56:03,3,0,2010-07-08 17:56:12,0.0001041666666666,0.0966666666666666,0.0,8,7,2010,3,0,3,0,17,56,3,3,7
8282,3218,6,3,9586,2011-11-17 23:02:04,2011-11-17 23:02:04,3,0,0 days 00:00:00,0.0,0.0001273148148148,0.0001273148148148,17,11,2011,3,0,4,0,23,2,4,3,5
8283,1172,8,4,3438,2012-03-29 22:18:31,2012-03-29 22:18:31,4,0,2012-04-02 15:52:47,3.73212962962963,13.834930555555555,0.0,29,3,2012,3,0,1,0,22,18,31,4,7
8284,3597,6,3,10701,2010-03-23 20:13:36,2010-03-23 20:13:36,3,0,0 days 00:00:00,0.0,0.7907754629629622,0.7907754629629622,23,3,2010,1,0,1,0,20,13,36,3,5
8285,4390,6,3,13121,2012-03-06 22:39:02,2012-03-06 22:39:02,3,0,0 days 00:00:00,0.0,0.0174305555555555,0.0174305555555555,6,3,2012,1,0,1,0,22,39,2,3,5
8286,4464,8,4,13351,2011-07-15 18:56:30,2011-07-15 18:56:30,4,0,2011-07-15 18:57:53,0.0009606481481481,0.8984837962962963,0.0009606481481481,15,7,2011,4,0,3,0,18,56,30,4,7
8287,2764,6,5,8245,2012-07-05 21:39:10,2012-07-05 21:39:10,5,0,2012-07-05 21:39:13,3.472222222222222e-05,20.24030092592593,0.0510879629629634,5,7,2012,3,0,3,0,21,39,10,5,5
8288,2764,6,5,8246,2012-07-05 21:39:13,2012-07-05 21:39:13,5,0,0 days 00:00:00,0.0,1.829120370370369,1.7779976851851842,5,7,2012,3,0,3,0,21,39,13,5,5
8289,501,1,4,1395,2012-06-04 21:18:30,2012-06-04 21:18:30,4,1,2012-06-04 21:30:53,0.008599537037037,2.081875,0.0,4,6,2012,0,0,2,0,21,18,30,4,0
8290,501,1,4,1396,2012-06-04 21:30:53,2012-06-04 21:30:53,4,0,2012-06-05 14:58:08,0.7272569444444444,2.0732754629629637,0.0,4,6,2012,0,0,2,0,21,30,53,4,0
8291,2471,8,5,7377,2011-05-11 16:07:53,2011-05-11 16:07:53,5,0,2011-05-11 18:35:44,0.1026736111111111,5.024849537037037,0.0,11,5,2011,2,0,2,0,16,7,53,5,7
8292,2471,8,5,7379,2011-05-16 16:43:13,2011-05-16 16:43:13,5,0,2011-05-16 16:43:22,0.0001041666666666,4.922280092592592,0.0003124999999997,16,5,2011,0,0,2,0,16,43,13,5,7
8293,234,8,4,645,2010-07-07 18:10:15,2010-07-07 18:10:15,4,0,2010-07-07 18:10:30,0.0001736111111111,8.914988425925923,0.0001736111111103,7,7,2010,2,0,3,0,18,10,15,4,7
8294,3671,8,3,10894,2011-10-13 15:01:13,2011-10-13 15:01:13,3,0,2011-10-13 15:11:22,0.0070486111111111,0.9565856481481482,0.0,13,10,2011,3,0,4,0,15,1,13,3,7
8295,4475,6,3,13387,2012-08-22 20:23:20,2012-08-22 20:23:20,3,0,0 days 00:00:00,0.0,9.259259259408736e-05,9.259259259408736e-05,22,8,2012,2,0,3,0,20,23,20,3,5
8296,2065,6,3,6168,2011-05-30 15:50:32,2011-05-30 15:50:32,3,0,0 days 00:00:00,0.0,3.765497685185186,3.765497685185185,30,5,2011,0,0,2,0,15,50,32,3,5
8297,3317,8,3,9888,2012-02-17 18:07:02,2012-02-17 18:07:02,3,0,2012-02-17 23:57:34,0.2434259259259259,0.2434259259259259,0.0,17,2,2012,4,0,1,0,18,7,2,3,7
8298,2139,9,6,6390,2012-07-25 16:23:43,2012-07-25 16:23:43,6,0,2012-07-26 17:51:10,1.0607291666666667,37.891851851851854,1.1425694444444474,25,7,2012,2,0,3,0,16,23,43,6,8
8299,3287,9,7,9792,2010-08-23 20:22:19,2010-08-23 20:22:19,7,0,2010-09-13 18:23:43,20.917638888888888,27.85443287037037,5.7870370369528246e-05,23,8,2010,0,0,3,0,20,22,19,7,8
8300,3287,9,7,9794,2010-09-13 18:23:48,2010-09-13 18:23:48,7,0,2010-09-20 16:51:58,6.936226851851852,27.85420138888889,0.0001967592592606,13,9,2010,0,0,3,0,18,23,48,7,8
8301,3374,1,3,10042,2012-03-30 22:38:42,2012-03-30 22:38:42,3,1,2012-03-30 22:38:53,0.0001273148148148,0.0534375,0.0,30,3,2012,4,0,1,0,22,38,42,3,0
8302,3261,6,3,9710,2010-03-31 16:30:06,2010-03-31 16:30:06,3,0,0 days 00:00:00,0.0,0.9446180555555556,0.9446180555555556,31,3,2010,2,0,1,1,16,30,6,3,5
8303,3812,9,5,11325,2011-04-27 22:46:33,2011-04-27 22:46:33,5,0,2011-04-28 21:59:47,0.967523148148148,7.1058217592592605,0.000127314814815,27,4,2011,2,0,2,0,22,46,33,5,8
8304,2675,1,3,7960,2011-06-06 16:25:39,2011-06-06 16:25:39,3,1,2011-06-06 16:26:03,0.0002777777777777,9.203078703703705,0.0,6,6,2011,0,0,2,0,16,25,39,3,0
8305,3630,1,4,10794,2011-11-12 00:04:29,2011-11-12 00:04:29,4,1,2011-11-18 22:30:23,6.934652777777778,20.72482638888889,0.0,12,11,2011,5,1,4,0,0,4,29,4,0
8306,1178,6,3,3462,2011-04-05 16:09:39,2011-04-05 16:09:39,3,0,0 days 00:00:00,0.0,0.000162037037037,0.000162037037037,5,4,2011,1,0,2,0,16,9,39,3,5
