case_id,prefix,k,time_passed,recent_time,latest_time,remaining_time_days
Case 570,assign-seriousness take-in-charge-ticket,1,0,0,0,37
Case 570,assign-seriousness take-in-charge-ticket resolve-ticket,2,0,0,0,37
Case 570,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,37,37,37,0
Case 633,assign-seriousness,0,0,0,0,2
Case 633,assign-seriousness take-in-charge-ticket,1,0,0,0,2
Case 633,assign-seriousness take-in-charge-ticket resolve-ticket,2,2,2,2,0
Case 1036,assign-seriousness,0,0,0,0,31
Case 1036,assign-seriousness take-in-charge-ticket,1,0,0,0,31
Case 1036,assign-seriousness take-in-charge-ticket wait,2,0,0,0,30
Case 1036,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket,3,0,0,0,30
Case 1036,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket,4,1,1,1,28
Case 1036,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket resolve-ticket closed,5,29,30,28,0
Case 1343,assign-seriousness,0,0,0,0,1
Case 1343,assign-seriousness take-in-charge-ticket,1,0,0,0,0
Case 1343,assign-seriousness take-in-charge-ticket wait,2,0,1,0,0
Case 1343,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,0,0,0,0
Case 1974,assign-seriousness,0,0,0,0,0
Case 1974,assign-seriousness take-in-charge-ticket,1,0,0,0,0
Case 1974,assign-seriousness take-in-charge-ticket resolve-ticket,2,0,0,0,0
Case 1489,assign-seriousness,0,0,0,0,31
Case 1489,assign-seriousness take-in-charge-ticket,1,0,0,0,30
Case 1489,assign-seriousness take-in-charge-ticket resolve-ticket,2,0,0,0,30
Case 1489,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,30,30,30,0
Case 3364,assign-seriousness,0,0,0,0,0
Case 3364,assign-seriousness wait,1,0,0,0,0
Case 3364,assign-seriousness wait wait,2,0,0,0,0
Case 3364,assign-seriousness wait wait resolve-ticket,3,0,0,0,0
Case 2973,assign-seriousness,0,0,0,0,38
Case 2973,assign-seriousness take-in-charge-ticket,1,0,0,0,38
Case 2973,assign-seriousness take-in-charge-ticket resolve-ticket,2,0,0,0,37
Case 2973,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,37,38,37,0
Case 492,assign-seriousness,0,0,0,0,0
Case 492,assign-seriousness take-in-charge-ticket,1,0,0,0,0
Case 492,assign-seriousness take-in-charge-ticket resolve-ticket,2,0,0,0,0
Case 2572,assign-seriousness,0,0,0,0,18
Case 2572,assign-seriousness take-in-charge-ticket,1,0,0,0,18
Case 2572,assign-seriousness take-in-charge-ticket create-sw-anomaly,2,0,0,0,18
Case 2572,assign-seriousness take-in-charge-ticket create-sw-anomaly take-in-charge-ticket,3,1,1,1,17
Case 2572,assign-seriousness take-in-charge-ticket create-sw-anomaly take-in-charge-ticket wait,4,18,18,17,0
Case 2689,assign-seriousness,0,0,0,0,0
Case 2689,assign-seriousness take-in-charge-ticket,1,0,0,0,0
Case 2689,assign-seriousness take-in-charge-ticket resolve-ticket,2,0,0,0,0
Case 561,assign-seriousness,0,0,0,0,0
Case 561,assign-seriousness take-in-charge-ticket,1,0,0,0,0
Case 561,assign-seriousness take-in-charge-ticket resolve-ticket,2,0,0,0,0
Case 1808,assign-seriousness,0,0,0,0,33
Case 1808,assign-seriousness take-in-charge-ticket,1,0,0,0,32
Case 1808,assign-seriousness take-in-charge-ticket resolve-ticket,2,0,0,0,32
Case 1808,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,32,32,32,0
Case 3115,assign-seriousness,0,0,0,0,17
Case 3115,assign-seriousness take-in-charge-ticket,1,0,0,0,17
Case 3115,assign-seriousness take-in-charge-ticket wait,2,17,17,17,0
Case 4064,assign-seriousness,0,0,0,0,17
Case 4064,assign-seriousness take-in-charge-ticket,1,0,0,0,17
Case 4064,assign-seriousness take-in-charge-ticket wait,2,17,17,17,0
Case 197,assign-seriousness,0,0,0,0,3
Case 197,assign-seriousness take-in-charge-ticket,1,2,0,2,0
Case 197,assign-seriousness take-in-charge-ticket resolve-ticket,2,2,3,0,0
Case 197,assign-seriousness take-in-charge-ticket resolve-ticket resolve-ticket,3,2,0,0,0
Case 1216,assign-seriousness,0,0,0,0,33
Case 1216,assign-seriousness take-in-charge-ticket,1,2,0,2,30
Case 1216,assign-seriousness take-in-charge-ticket resolve-ticket,2,5,6,3,26
Case 1216,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,31,30,26,0
Case 537,assign-seriousness,0,0,0,0,24
Case 537,assign-seriousness take-in-charge-ticket,1,0,0,0,24
Case 537,assign-seriousness take-in-charge-ticket wait,2,0,0,0,24
Case 537,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,24,24,24,0
Case 3318,assign-seriousness,0,0,0,0,0
Case 3318,assign-seriousness take-in-charge-ticket,1,0,0,0,0
Case 3318,assign-seriousness take-in-charge-ticket wait,2,0,0,0,0
Case 3486,assign-seriousness,0,0,0,0,24
Case 3486,assign-seriousness take-in-charge-ticket,1,2,0,2,22
Case 3486,assign-seriousness take-in-charge-ticket wait,2,4,4,2,20
Case 3486,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,24,22,20,0
Case 3785,assign-seriousness,0,0,0,0,33
Case 3785,assign-seriousness take-in-charge-ticket,1,3,0,3,29
Case 3785,assign-seriousness take-in-charge-ticket resolve-ticket,2,3,3,0,29
Case 3785,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,32,29,29,0
Case 3190,assign-seriousness,0,0,0,0,0
Case 3190,assign-seriousness take-in-charge-ticket,1,0,0,0,0
Case 3190,assign-seriousness take-in-charge-ticket resolve-ticket,2,0,0,0,0
Case 1829,assign-seriousness,0,0,0,0,0
Case 1829,assign-seriousness take-in-charge-ticket,1,0,0,0,0
Case 1829,assign-seriousness take-in-charge-ticket resolve-ticket,2,0,0,0,0
Case 3299,assign-seriousness,0,0,0,0,0
Case 3299,assign-seriousness take-in-charge-ticket,1,0,0,0,0
Case 3299,assign-seriousness take-in-charge-ticket resolve-ticket,2,0,0,0,0
Case 552,assign-seriousness,0,0,0,0,33
Case 552,assign-seriousness take-in-charge-ticket,1,0,0,0,33
Case 552,assign-seriousness take-in-charge-ticket resolve-ticket,2,0,0,0,32
Case 552,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,32,33,32,0
Case 501,assign-seriousness,0,0,0,0,2
Case 501,assign-seriousness assign-seriousness,1,0,0,0,2
Case 501,assign-seriousness assign-seriousness take-in-charge-ticket,2,0,0,0,1
Case 501,assign-seriousness assign-seriousness take-in-charge-ticket resolve-ticket,3,1,2,1,0
Case 776,assign-seriousness,0,0,0,0,1
Case 776,assign-seriousness take-in-charge-ticket,1,1,0,1,0
Case 776,assign-seriousness take-in-charge-ticket resolve-ticket,2,1,1,0,0
Case 3300,assign-seriousness,0,0,0,0,31
Case 3300,assign-seriousness take-in-charge-ticket,1,1,0,1,30
Case 3300,assign-seriousness take-in-charge-ticket resolve-ticket,2,1,1,0,29
Case 3300,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,30,30,29,0
Case 3986,assign-seriousness,0,0,0,0,0
Case 3986,assign-seriousness take-in-charge-ticket,1,0,0,0,0
Case 3986,assign-seriousness take-in-charge-ticket resolve-ticket,2,0,0,0,0
Case 3017,assign-seriousness,0,0,0,0,31
Case 3017,assign-seriousness take-in-charge-ticket,1,0,0,0,30
Case 3017,assign-seriousness take-in-charge-ticket resolve-ticket,2,0,0,0,30
Case 3017,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,30,30,30,0
Case 4297,assign-seriousness,0,0,0,0,31
Case 4297,assign-seriousness take-in-charge-ticket,1,0,0,0,30
Case 4297,assign-seriousness take-in-charge-ticket resolve-ticket,2,0,1,0,29
Case 4297,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,29,30,29,0
Case 2961,assign-seriousness,0,0,0,0,22
Case 2961,assign-seriousness take-in-charge-ticket,1,0,0,0,21
Case 2961,assign-seriousness take-in-charge-ticket resolve-ticket,2,21,22,21,0
Case 4240,assign-seriousness,0,0,0,0,31
Case 4240,assign-seriousness take-in-charge-ticket,1,0,0,0,30
Case 4240,assign-seriousness take-in-charge-ticket resolve-ticket,2,0,0,0,30
Case 4240,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,30,30,30,0
Case 1592,assign-seriousness,0,0,0,0,20
Case 1592,assign-seriousness take-in-charge-ticket,1,0,0,0,20
Case 1592,assign-seriousness take-in-charge-ticket wait,2,0,0,0,20
Case 1592,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,20,20,20,0
Case 583,assign-seriousness,0,0,0,0,31
Case 583,assign-seriousness take-in-charge-ticket,1,0,0,0,30
Case 583,assign-seriousness take-in-charge-ticket resolve-ticket,2,1,1,1,29
Case 583,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,30,30,29,0
Case 4230,assign-seriousness,0,0,0,0,12
Case 4230,assign-seriousness take-in-charge-ticket,1,0,0,0,12
Case 4230,assign-seriousness take-in-charge-ticket wait,2,12,12,12,0
Case 2688,assign-seriousness,0,0,0,0,12
Case 2688,assign-seriousness take-in-charge-ticket,1,0,0,0,12
Case 2688,assign-seriousness take-in-charge-ticket wait,2,12,12,12,0
Case 2641,assign-seriousness,0,0,0,0,12
Case 2641,assign-seriousness take-in-charge-ticket,1,0,0,0,12
Case 2641,assign-seriousness take-in-charge-ticket wait,2,12,12,12,0
Case 1856,assign-seriousness,0,0,0,0,19
Case 1856,assign-seriousness take-in-charge-ticket,1,0,0,0,19
Case 1856,assign-seriousness take-in-charge-ticket wait,2,15,15,15,3
Case 1856,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,18,19,3,0
Case 3401,assign-seriousness,0,0,0,0,31
Case 3401,assign-seriousness take-in-charge-ticket,1,0,0,0,30
Case 3401,assign-seriousness take-in-charge-ticket resolve-ticket,2,0,1,0,29
Case 3401,assign-seriousness take-in-charge-ticket resolve-ticket resolve-ticket,3,0,0,0,29
Case 3401,assign-seriousness take-in-charge-ticket resolve-ticket resolve-ticket closed,4,29,29,29,0
Case 2779,assign-seriousness,0,0,0,0,26
Case 2779,assign-seriousness take-in-charge-ticket,1,0,0,0,25
Case 2779,assign-seriousness take-in-charge-ticket resolve-ticket,2,25,26,25,0
Case 3900,assign-seriousness,0,0,0,0,0
Case 3900,assign-seriousness take-in-charge-ticket,1,0,0,0,0
Case 3900,assign-seriousness take-in-charge-ticket resolve-ticket,2,0,0,0,0
Case 1988,assign-seriousness,0,0,0,0,11
Case 1988,assign-seriousness take-in-charge-ticket,1,0,0,0,11
Case 1988,assign-seriousness take-in-charge-ticket resolve-ticket,2,11,11,11,0
Case 1056,assign-seriousness,0,0,0,0,31
Case 1056,assign-seriousness take-in-charge-ticket,1,0,0,0,31
Case 1056,assign-seriousness take-in-charge-ticket resolve-ticket,2,0,0,0,30
Case 1056,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,30,31,30,0
Case 1780,assign-seriousness,0,0,0,0,21
Case 1780,assign-seriousness take-in-charge-ticket,1,4,0,4,16
Case 1780,assign-seriousness take-in-charge-ticket wait,2,20,21,16,0
Case 136,assign-seriousness,0,0,0,0,31
Case 136,assign-seriousness take-in-charge-ticket,1,0,0,0,30
Case 136,assign-seriousness take-in-charge-ticket resolve-ticket,2,0,1,0,29
Case 136,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,29,30,29,0
Case 2723,assign-seriousness,0,0,0,0,31
Case 2723,assign-seriousness take-in-charge-ticket,1,0,0,0,30
Case 2723,assign-seriousness take-in-charge-ticket resolve-ticket,2,0,0,0,30
Case 2723,assign-seriousness take-in-charge-ticket resolve-ticket take-in-charge-ticket,3,0,0,0,29
Case 2723,assign-seriousness take-in-charge-ticket resolve-ticket take-in-charge-ticket resolve-ticket,4,1,1,1,28
Case 2723,assign-seriousness take-in-charge-ticket resolve-ticket take-in-charge-ticket resolve-ticket closed,5,29,29,28,0
Case 4120,assign-seriousness,0,0,0,0,31
Case 4120,assign-seriousness take-in-charge-ticket,1,0,0,0,31
Case 4120,assign-seriousness take-in-charge-ticket resolve-ticket,2,1,1,1,29
Case 4120,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,30,31,29,0
Case 2761,assign-seriousness,0,0,0,0,31
Case 2761,assign-seriousness take-in-charge-ticket,1,0,0,0,31
Case 2761,assign-seriousness take-in-charge-ticket resolve-ticket,2,0,0,0,30
Case 2761,assign-seriousness take-in-charge-ticket resolve-ticket closed,3,30,31,30,0
Case 2014,assign-seriousness,0,0,0,0,22
Case 2014,assign-seriousness take-in-charge-ticket,1,11,0,11,10
Case 2014,assign-seriousness take-in-charge-ticket wait,2,13,13,2,8
Case 2014,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,21,10,8,0
Case 2573,assign-seriousness,0,0,0,0,0
Case 2573,assign-seriousness take-in-charge-ticket,1,0,0,0,0
Case 2573,assign-seriousness take-in-charge-ticket resolve-ticket,2,0,0,0,0
Case 1274,assign-seriousness,0,0,0,0,0
Case 1274,assign-seriousness take-in-charge-ticket,1,0,0,0,0
Case 1274,assign-seriousness take-in-charge-ticket resolve-ticket,2,0,0,0,0
Case 3521,assign-seriousness,0,0,0,0,0
Case 3521,assign-seriousness take-in-charge-ticket,1,0,0,0,0
Case 3521,assign-seriousness take-in-charge-ticket resolve-ticket,2,0,0,0,0
Case 773,assign-seriousness,0,0,0,0,18
Case 773,assign-seriousness take-in-charge-ticket,1,12,0,12,5
Case 773,assign-seriousness take-in-charge-ticket resolve-ticket,2,17,18,5,0
Case 1370,assign-seriousness,0,0,0,0,10
Case 1370,assign-seriousness take-in-charge-ticket,1,0,0,0,10
Case 1370,assign-seriousness take-in-charge-ticket resolve-ticket,2,10,10,10,0
Case 3779,assign-seriousness,0,0,0,0,17
Case 3779,assign-seriousness take-in-charge-ticket,1,0,0,0,17
Case 3779,assign-seriousness take-in-charge-ticket require-upgrade,2,7,7,7,9
Case 3779,assign-seriousness take-in-charge-ticket require-upgrade require-upgrade,3,16,17,9,0
Case 3779,assign-seriousness take-in-charge-ticket require-upgrade require-upgrade require-upgrade,4,16,9,0,0
Case 3779,assign-seriousness take-in-charge-ticket require-upgrade require-upgrade require-upgrade resolve-ticket,5,16,0,0,0
Case 124,assign-seriousness,0,0,0,0,0
Case 124,assign-seriousness take-in-charge-ticket,1,0,0,0,0
Case 124,assign-seriousness take-in-charge-ticket resolve-ticket,2,0,0,0,0
Case 3519,assign-seriousness,0,0,0,0,0
Case 3519,assign-seriousness resolve-ticket,1,0,0,0,0
Case 4551,assign-seriousness,0,0,0,0,5
Case 4551,assign-seriousness take-in-charge-ticket,1,0,0,0,5
Case 4551,assign-seriousness take-in-charge-ticket wait,2,4,4,4,1
Case 4551,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,5,5,1,0
Case 3854,assign-seriousness,0,0,0,0,0
Case 3854,assign-seriousness resolve-ticket,1,0,0,0,0
Case 1660,assign-seriousness,0,0,0,0,4
Case 1660,assign-seriousness take-in-charge-ticket,1,0,0,0,4
Case 1660,assign-seriousness take-in-charge-ticket resolve-ticket,2,4,4,4,0
Case 1135,assign-seriousness,0,0,0,0,5
Case 1135,assign-seriousness take-in-charge-ticket,1,0,0,0,5
Case 1135,assign-seriousness take-in-charge-ticket require-upgrade,2,5,5,5,0
Case 3060,assign-seriousness,0,0,0,0,3
Case 3060,assign-seriousness take-in-charge-ticket,1,0,0,0,3
Case 3060,assign-seriousness take-in-charge-ticket resolve-ticket,2,3,3,3,0
Case 819,assign-seriousness,0,0,0,0,4
Case 819,assign-seriousness take-in-charge-ticket,1,0,0,0,3
Case 819,assign-seriousness take-in-charge-ticket resolve-ticket,2,3,4,3,0
Case 2024,assign-seriousness,0,0,0,0,21
Case 2024,assign-seriousness take-in-charge-ticket,1,12,0,12,8
Case 2024,assign-seriousness take-in-charge-ticket wait,2,17,18,5,3
Case 2024,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,20,8,3,0
Case 2487,assign-seriousness,0,0,0,0,10
Case 2487,assign-seriousness take-in-charge-ticket,1,3,0,3,7
Case 2487,assign-seriousness take-in-charge-ticket resolve-ticket,2,10,10,7,0
Case 519,assign-seriousness,0,0,0,0,0
Case 519,assign-seriousness take-in-charge-ticket,1,0,0,0,0
Case 519,assign-seriousness take-in-charge-ticket resolve-ticket,2,0,0,0,0
Case 3637,assign-seriousness,0,0,0,0,5
Case 3637,assign-seriousness take-in-charge-ticket,1,3,0,3,2
Case 3637,assign-seriousness take-in-charge-ticket wait,2,3,3,0,1
Case 3637,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,4,2,1,0
Case 4542,assign-seriousness,0,0,0,0,17
Case 4542,assign-seriousness take-in-charge-ticket,1,7,0,7,10
Case 4542,assign-seriousness take-in-charge-ticket resolve-ticket,2,17,17,10,0
Case 4309,assign-seriousness,0,0,0,0,14
Case 4309,assign-seriousness take-in-charge-ticket,1,9,0,9,5
Case 4309,assign-seriousness take-in-charge-ticket wait,2,14,14,5,0
Case 4309,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,14,5,0,0
Case 1977,assign-seriousness,0,0,0,0,0
Case 1977,assign-seriousness take-in-charge-ticket,1,0,0,0,0
Case 1977,assign-seriousness take-in-charge-ticket resolve-ticket,2,0,0,0,0
Case 886,assign-seriousness,0,0,0,0,1
Case 886,assign-seriousness take-in-charge-ticket,1,0,0,0,1
Case 886,assign-seriousness take-in-charge-ticket resolve-ticket,2,1,1,1,0
Case 2084,assign-seriousness,0,0,0,0,0
Case 2084,assign-seriousness take-in-charge-ticket,1,0,0,0,0
Case 2084,assign-seriousness take-in-charge-ticket resolve-ticket,2,0,0,0,0
Case 2139,assign-seriousness,0,0,0,0,7
Case 2139,assign-seriousness take-in-charge-ticket,1,1,0,1,6
Case 2139,assign-seriousness take-in-charge-ticket require-upgrade,2,7,7,6,0
Case 1521,assign-seriousness,0,0,0,0,0
Case 1521,assign-seriousness take-in-charge-ticket,1,0,0,0,0
Case 1521,assign-seriousness take-in-charge-ticket resolve-ticket,2,0,0,0,0
Case 684,assign-seriousness,0,0,0,0,7
Case 684,assign-seriousness take-in-charge-ticket,1,0,0,0,7
Case 684,assign-seriousness take-in-charge-ticket resolve-ticket,2,7,7,7,0
Case 1136,assign-seriousness,0,0,0,0,2
Case 1136,assign-seriousness resolve-ticket,1,2,0,2,0
Case 1698,assign-seriousness,0,0,0,0,0
Case 1698,assign-seriousness take-in-charge-ticket,1,0,0,0,0
Case 1698,assign-seriousness take-in-charge-ticket resolve-ticket,2,0,0,0,0
Case 283,assign-seriousness,0,0,0,0,20
Case 283,assign-seriousness take-in-charge-ticket,1,6,0,6,13
Case 283,assign-seriousness take-in-charge-ticket resolve-ticket,2,19,20,13,0
Case 3679,assign-seriousness,0,0,0,0,6
Case 3679,assign-seriousness take-in-charge-ticket,1,0,0,0,6
Case 3679,assign-seriousness take-in-charge-ticket resolve-ticket,2,6,6,6,0
Case 2160,assign-seriousness,0,0,0,0,2
Case 2160,assign-seriousness take-in-charge-ticket,1,2,0,2,0
Case 2160,assign-seriousness take-in-charge-ticket resolve-ticket,2,2,2,0,0
Case 1972,assign-seriousness,0,0,0,0,1
Case 1972,assign-seriousness take-in-charge-ticket,1,1,0,1,0
Case 2914,assign-seriousness,0,0,0,0,0
Case 2914,assign-seriousness resolve-ticket,1,0,0,0,0
Case 934,assign-seriousness,0,0,0,0,1
Case 934,assign-seriousness take-in-charge-ticket,1,0,0,0,1
Case 934,assign-seriousness take-in-charge-ticket resolve-ticket,2,1,1,1,0
Case 934,assign-seriousness take-in-charge-ticket resolve-ticket resolve-ticket,3,1,1,0,0
Case 4420,assign-seriousness,0,0,0,0,1
Case 4420,assign-seriousness take-in-charge-ticket,1,1,0,1,0
Case 4420,assign-seriousness take-in-charge-ticket resolve-ticket,2,1,1,0,0
Case 2313,assign-seriousness,0,0,0,0,1
Case 2313,assign-seriousness take-in-charge-ticket,1,1,0,1,0
Case 2313,assign-seriousness take-in-charge-ticket resolve-ticket,2,1,1,0,0
Case 2293,assign-seriousness,0,0,0,0,0
Case 2293,assign-seriousness take-in-charge-ticket,1,0,0,0,0
Case 2293,assign-seriousness take-in-charge-ticket resolve-ticket,2,0,0,0,0
Case 2293,assign-seriousness take-in-charge-ticket resolve-ticket resolve-ticket,3,0,0,0,0
Case 2586,assign-seriousness,0,0,0,0,0
Case 2586,assign-seriousness take-in-charge-ticket,1,0,0,0,0
Case 2586,assign-seriousness take-in-charge-ticket resolve-ticket,2,0,0,0,0
Case 2462,assign-seriousness,0,0,0,0,1
Case 2462,assign-seriousness take-in-charge-ticket,1,0,0,0,1
Case 2462,assign-seriousness take-in-charge-ticket resolve-ticket,2,1,1,1,0
Case 2462,assign-seriousness take-in-charge-ticket resolve-ticket resolve-ticket,3,1,1,0,0
Case 3140,assign-seriousness,0,0,0,0,0
Case 3140,assign-seriousness take-in-charge-ticket,1,0,0,0,0
Case 3140,assign-seriousness take-in-charge-ticket resolve-ticket,2,0,0,0,0
Case 3786,assign-seriousness,0,0,0,0,6
Case 3786,assign-seriousness take-in-charge-ticket,1,0,0,0,6
Case 3786,assign-seriousness take-in-charge-ticket resolve-ticket,2,6,6,6,0
Case 448,assign-seriousness,0,0,0,0,16
Case 448,assign-seriousness take-in-charge-ticket,1,0,0,0,16
Case 448,assign-seriousness take-in-charge-ticket wait,2,13,13,13,2
Case 448,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,15,16,2,0
Case 86,assign-seriousness,0,0,0,0,5
Case 86,assign-seriousness take-in-charge-ticket,1,2,0,2,3
Case 86,assign-seriousness take-in-charge-ticket wait,2,2,2,0,2
Case 86,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,4,3,2,0
Case 3221,assign-seriousness,0,0,0,0,1
Case 3221,assign-seriousness take-in-charge-ticket,1,1,0,1,0
Case 3221,assign-seriousness take-in-charge-ticket resolve-ticket,2,1,1,0,0
Case 1094,assign-seriousness,0,0,0,0,5
Case 1094,assign-seriousness take-in-charge-ticket,1,0,0,0,5
Case 1094,assign-seriousness take-in-charge-ticket resolve-ticket,2,5,5,5,0
Case 3683,assign-seriousness,0,0,0,0,0
Case 3683,assign-seriousness take-in-charge-ticket,1,0,0,0,0
Case 3683,assign-seriousness take-in-charge-ticket resolve-ticket,2,0,0,0,0
Case 4266,insert-ticket,0,0,0,0,5
Case 4266,insert-ticket assign-seriousness,1,0,0,0,5
Case 4266,insert-ticket assign-seriousness take-in-charge-ticket,2,1,1,1,3
Case 4266,insert-ticket assign-seriousness take-in-charge-ticket resolve-ticket,3,4,5,3,0
Case 1447,assign-seriousness,0,0,0,0,2
Case 1447,assign-seriousness take-in-charge-ticket,1,0,0,0,2
Case 1447,assign-seriousness take-in-charge-ticket resolve-ticket,2,2,2,2,0
Case 3955,assign-seriousness,0,0,0,0,5
Case 3955,assign-seriousness take-in-charge-ticket,1,1,0,1,3
Case 3955,assign-seriousness take-in-charge-ticket resolve-ticket,2,4,5,3,0
Case 654,assign-seriousness,0,0,0,0,1
Case 654,assign-seriousness take-in-charge-ticket,1,0,0,0,0
Case 654,assign-seriousness take-in-charge-ticket resolve-ticket,2,0,1,0,0
Case 3122,assign-seriousness,0,0,0,0,7
Case 3122,assign-seriousness take-in-charge-ticket,1,2,0,2,5
Case 3122,assign-seriousness take-in-charge-ticket wait,2,7,7,5,0
Case 3122,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,7,5,0,0
Case 2276,assign-seriousness,0,0,0,0,0
Case 2276,assign-seriousness resolve-ticket,1,0,0,0,0
Case 3406,assign-seriousness,0,0,0,0,1
Case 3406,assign-seriousness take-in-charge-ticket,1,0,0,0,0
Case 3406,assign-seriousness take-in-charge-ticket wait,2,0,0,0,0
Case 3406,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,0,0,0,0
Case 1741,assign-seriousness,0,0,0,0,1
Case 1741,assign-seriousness take-in-charge-ticket,1,0,0,0,0
Case 1741,assign-seriousness take-in-charge-ticket resolve-ticket,2,0,1,0,0
Case 3242,assign-seriousness,0,0,0,0,0
Case 3242,assign-seriousness resolve-ticket,1,0,0,0,0
Case 2764,assign-seriousness,0,0,0,0,22
Case 2764,assign-seriousness take-in-charge-ticket,1,0,0,0,21
Case 2764,assign-seriousness take-in-charge-ticket wait,2,1,1,1,20
Case 2764,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,21,21,20,0
Case 2764,assign-seriousness take-in-charge-ticket wait resolve-ticket resolve-ticket,4,21,20,0,0
Case 51,assign-seriousness,0,0,0,0,18
Case 51,assign-seriousness take-in-charge-ticket,1,0,0,0,18
Case 51,assign-seriousness take-in-charge-ticket wait,2,1,1,1,17
Case 51,assign-seriousness take-in-charge-ticket wait resolve-ticket,3,18,18,17,0
Case 3825,assign-seriousness,0,0,0,0,1
Case 3825,assign-seriousness take-in-charge-ticket,1,0,0,0,0
Case 3825,assign-seriousness take-in-charge-ticket resolve-ticket,2,0,1,0,0
Case 2899,assign-seriousness,0,0,0,0,4
Case 2899,assign-seriousness take-in-charge-ticket,1,0,0,0,3
Case 2899,assign-seriousness take-in-charge-ticket resolve-ticket,2,3,4,3,0
Case 4029,assign-seriousness,0,0,0,0,5
Case 4029,assign-seriousness take-in-charge-ticket,1,5,0,5,0
Case 3133,assign-seriousness,0,0,0,0,3
Case 3133,assign-seriousness take-in-charge-ticket,1,0,0,0,2
Case 3133,assign-seriousness take-in-charge-ticket resolve-ticket,2,2,3,2,0
Case 2258,assign-seriousness,0,0,0,0,6
Case 2258,assign-seriousness take-in-charge-ticket,1,0,0,0,6
Case 2258,assign-seriousness take-in-charge-ticket resolve-ticket,2,6,6,6,0
Case 3245,assign-seriousness,0,0,0,0,7
Case 3245,assign-seriousness take-in-charge-ticket,1,2,0,2,4
Case 3245,assign-seriousness take-in-charge-ticket resolve-ticket,2,6,7,4,0
Case 4411,assign-seriousness,0,0,0,0,23
Case 4411,assign-seriousness take-in-charge-ticket,1,0,0,0,23
Case 4411,assign-seriousness take-in-charge-ticket wait,2,3,3,3,20
Case 4411,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket,3,5,5,2,18
Case 4411,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket wait,4,5,2,0,18
Case 4411,assign-seriousness take-in-charge-ticket wait take-in-charge-ticket wait resolve-ticket,5,23,18,18,0
Case 2939,assign-seriousness,0,0,0,0,0
Case 2939,assign-seriousness take-in-charge-ticket,1,0,0,0,0
Case 2939,assign-seriousness take-in-charge-ticket resolve-ticket,2,0,0,0,0
Case 3664,assign-seriousness,0,0,0,0,3
Case 3664,assign-seriousness take-in-charge-ticket,1,3,0,3,0
Case 3664,assign-seriousness take-in-charge-ticket resolve-ticket,2,3,3,0,0
Case 466,assign-seriousness,0,0,0,0,2
Case 466,assign-seriousness take-in-charge-ticket,1,0,0,0,2
Case 466,assign-seriousness take-in-charge-ticket resolve-ticket,2,2,2,2,0
Case 424,assign-seriousness,0,0,0,0,2
Case 424,assign-seriousness take-in-charge-ticket,1,0,0,0,2
Case 424,assign-seriousness take-in-charge-ticket resolve-ticket,2,2,2,2,0
Case 424,assign-seriousness take-in-charge-ticket resolve-ticket resolve-ticket,3,2,2,0,0
Case 1137,assign-seriousness,0,0,0,0,0
Case 1137,assign-seriousness take-in-charge-ticket,1,0,0,0,0
Case 1137,assign-seriousness take-in-charge-ticket resolve-ticket,2,0,0,0,0
Case 990,assign-seriousness,0,0,0,0,1
Case 990,assign-seriousness take-in-charge-ticket,1,0,0,0,1
Case 990,assign-seriousness take-in-charge-ticket resolve-ticket,2,1,1,1,0
Case 266,assign-seriousness,0,0,0,0,1
Case 266,assign-seriousness resolve-ticket,1,1,0,1,0
